accountID,userID,accountType,accountName,bankName,currentBalance
18919,4539,Checking,Luna Becker and Hensley,Luna Becker and Hensley,4525.96
18920,4539,Savings,Williams PLC,Williams PLC,16691.41
18921,4539,Car Loan,Lozano-Edwards Credit Card,Carpenter Inc,-22913.76
18922,4540,Checking,Mays PLC,Mays PLC,1643.84
18923,4540,Savings,Hernandez-Edwards,Hernandez-Edwards,7121.82
18924,4540,Student Loan,Singleton Ltd Car Loan,Oliver Group,-4703.73
18925,4540,Car Loan,Gonzalez-Nichols Investments,Day and Sons,-28561.15
18926,4541,Checking,Brown-Thomas,Brown-Thomas,803.04
18927,4541,Savings,Barrett Group,Barrett Group,9421.53
18928,4541,Mortgage,Pearson-Welch Savings,Sherman Novak and Johnson,-215044.84
18929,4542,Checking,Foster Group,Foster Group,4018.38
18930,4542,Savings,Foster Moody and Kelley,Foster Moody and Kelley,18156.45
18931,4542,Credit Card,Flores Berg and Barrera Student Loan,Lester and Sons,-3194.6
18932,4542,Student Loan,Cole PLC Credit Card,Guzman-Martin,-33511.23
18933,4542,Student Loan,Hernandez Ltd Car Loan,Lee Wheeler and Saunders,-19905.37
18934,4542,Student Loan,Sandoval Nelson and Ibarra Credit Card,Jackson Nunez and Bryant,-24282.46
18935,4542,Mortgage,Jones Group Checking,Hudson Sanchez and Walter,-98247.12
18936,4543,Checking,Eaton-Hernandez,Eaton-Hernandez,3589.45
18937,4543,Savings,Clark and Sons,Clark and Sons,6940.58
18938,4543,Credit Card,Jones-Oconnor Savings,Rogers-Cole,-2211.39
18939,4543,Student Loan,Vasquez Inc Credit Card,Medina Brown and Moore,-44580.48
18940,4543,Car Loan,Sherman-Brown Student Loan,Miller and Sons,-28185.52
18941,4544,Checking,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,1290.71
18942,4544,Savings,Hill-Brennan,Hill-Brennan,16615.6
18943,4545,Checking,Cruz LLC,Cruz LLC,2160.06
18944,4545,Savings,Rangel Gilmore and Myers,Rangel Gilmore and Myers,7839.56
18945,4546,Checking,Phillips-Terry,Phillips-Terry,771.97
18946,4546,Savings,Hudson-Chan,Hudson-Chan,18857.34
18947,4546,Mortgage,Walters-Harrington Investments,Haas-Schwartz,-231933.2
18948,4546,Student Loan,Ward-Jenkins Student Loan,Garcia-Cooper,-32012.87
18949,4546,Student Loan,Stanton-Harris Checking,Davila-Davis,-44159.16
18950,4547,Checking,Cruz LLC,Cruz LLC,2782.92
18951,4547,Savings,Eaton-Hernandez,Eaton-Hernandez,13244.6
18952,4547,Student Loan,Hopkins Rangel and Bartlett Credit Card,Edwards Hughes and Campbell,-37311.03
18953,4548,Checking,Barrett Group,Barrett Group,4788.73
18954,4548,Savings,Hernandez-Edwards,Hernandez-Edwards,15019.08
18955,4548,Credit Card,Morgan PLC Student Loan,Roberts LLC,-3504.73
18956,4548,Investments,Houston-Estes Mortgage,Aguilar LLC,2603.25
18957,4549,Checking,Brown-Thomas,Brown-Thomas,2177.35
18958,4549,Savings,Browning Brown and Kennedy,Browning Brown and Kennedy,7641.89
18959,4549,Investments,Olsen and Sons Savings,Wells-Hawkins,62533.51
18960,4550,Checking,Hudson-Chan,Hudson-Chan,3693.39
18961,4550,Savings,Warren-Torres,Warren-Torres,7323.3
18962,4550,Student Loan,Clements-Walker Mortgage,Brown Chandler and Love,-33976.68
18963,4551,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,2142.11
18964,4551,Savings,Mason-Mcclure,Mason-Mcclure,3469.11
18965,4551,Mortgage,Morgan LLC Investments,Walker Moore and Joseph,-140012.07
18966,4551,Mortgage,Ruiz Brock and Johnson Car Loan,Burton Hamilton and Osborne,-249015.21
18967,4552,Checking,Pineda-Shields,Pineda-Shields,4432.18
18968,4552,Savings,Brown-Hall,Brown-Hall,11419.8
18969,4553,Checking,Cruz LLC,Cruz LLC,3196.13
18970,4553,Savings,Crawford Martin and Nelson,Crawford Martin and Nelson,10251.82
18971,4553,Car Loan,Krueger LLC Car Loan,Hale Cross and Cooper,-8993.21
18972,4554,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,548.28
18973,4554,Savings,Warren-Torres,Warren-Torres,15268.81
18974,4554,Student Loan,Wilson-Harrington Checking,Mills Nguyen and Stevens,-43370.31
18975,4554,Investments,Curtis Harris and Smith Savings,Adams Group,78159.13
18976,4554,Car Loan,Shields PLC Investments,Brown-Myers,-39327.44
18977,4555,Checking,Clark and Sons,Clark and Sons,1686.72
18978,4555,Savings,Rangel Gilmore and Myers,Rangel Gilmore and Myers,4484.24
18979,4555,Investments,Johnson-Johnson Checking,Alexander Group,66203.5
18980,4555,Student Loan,Marquez-Watts Investments,Wilcox George and Guerrero,-21912.62
18981,4556,Checking,Chavez Schwartz and Williams,Chavez Schwartz and Williams,4897.28
18982,4556,Savings,Hudson-Chan,Hudson-Chan,15683.76
18983,4556,Credit Card,Chambers-Ward Savings,Padilla Ltd,-4345.33
18984,4556,Investments,Sutton LLC Checking,Gardner Hughes and Nichols,39282.73
18985,4556,Credit Card,Parsons Group Mortgage,Craig-Hill,-4291.28
18986,4556,Mortgage,Castaneda-Stout Mortgage,Thornton Group,-176764.22
18987,4557,Checking,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,2881.43
18988,4557,Savings,Foster Group,Foster Group,901.01
18989,4557,Car Loan,Morris LLC Mortgage,Jones-Terry,-20990.83
18990,4558,Checking,Faulkner Group,Faulkner Group,4477.43
18991,4558,Savings,Warren-Torres,Warren-Torres,11855.28
18992,4558,Mortgage,Wright and Sons Credit Card,Fernandez Baker and Christensen,-174787.33
18993,4558,Credit Card,Hansen-Mays Investments,Thompson PLC,-1366.11
18994,4559,Checking,Simmons Mullins and Guerrero,Simmons Mullins and Guerrero,4684.51
18995,4559,Savings,Hawkins-Robinson,Hawkins-Robinson,12724.74
18996,4559,Student Loan,Bailey Evans and Nelson Investments,Barber-Garza,-44723.94
18997,4559,Credit Card,Ortiz Curtis and Dominguez Student Loan,Snyder and Sons,-2286.47
18998,4560,Checking,James-Jordan,James-Jordan,1317.53
18999,4560,Savings,Browning Brown and Kennedy,Browning Brown and Kennedy,16130.58
19000,4560,Mortgage,Smith Price and Terry Checking,Mcintyre-Elliott,-90205.36
19001,4560,Car Loan,Walters-Harrington Investments,Manning LLC,-35063.6
19002,4560,Credit Card,Green PLC Investments,Foster Ltd,-1567.33
19003,4561,Checking,Barrett Group,Barrett Group,4285.77
19004,4561,Savings,Mason-Mcclure,Mason-Mcclure,18371.85
19005,4561,Investments,Levine-Wilson Student Loan,Martinez-Edwards,87449.43
19006,4562,Checking,Williams PLC,Williams PLC,4185.87
19007,4562,Savings,Chavez Schwartz and Williams,Chavez Schwartz and Williams,11632.52
19008,4562,Student Loan,Reid Inc Checking,Salinas-Willis,-19923.36
19009,4563,Checking,Greer Cole and Garcia,Greer Cole and Garcia,4068.51
19010,4563,Savings,Hill-Brennan,Hill-Brennan,8555.92
19011,4563,Investments,Hogan-Pugh Checking,Vazquez-Greer,32932.4
19012,4563,Student Loan,Orr Young and Warren Savings,Hughes-Chang,-19329.72
19013,4563,Investments,Kennedy-Wilson Checking,Dudley-Roberts,86749.21
19014,4564,Checking,Lopez PLC,Lopez PLC,475.53
19015,4564,Savings,Crawford Martin and Nelson,Crawford Martin and Nelson,16947.55
19016,4564,Mortgage,Mcpherson Patel and Sullivan Car Loan,Parker-Ward,-111245.14
19017,4564,Credit Card,Conley Moyer and Montgomery Mortgage,Preston-Chapman,-4114.94
19018,4565,Checking,Williams-Cooke,Williams-Cooke,475.79
19019,4565,Savings,King-Davis,King-Davis,2964.26
19020,4565,Student Loan,Levine-Wilson Student Loan,Terry Group,-44632.72
19021,4565,Mortgage,Flores Berg and Barrera Student Loan,Ramsey LLC,-135451.94
19022,4565,Car Loan,Wilson Harrington and Arellano Student Loan,Baker-Collins,-36733.86
19023,4565,Investments,Crosby-Brooks Car Loan,Underwood and Sons,36759.04
19024,4566,Checking,Wiley-George,Wiley-George,2446.25
19025,4566,Savings,Warren-Torres,Warren-Torres,16280.53
19026,4566,Car Loan,Bailey Evans and Nelson Investments,Wallace Ltd,-28551.56
19027,4566,Credit Card,Barry Garrison and Henry Credit Card,Nielsen Cox and Mendez,-2083.33
19028,4567,Checking,Richard Ltd,Richard Ltd,1616.73
19029,4567,Savings,Clark and Sons,Clark and Sons,4607.22
19030,4567,Investments,Evans Ballard and Gomez Savings,Ward and Sons,1291.23
19031,4567,Investments,Miller-Duncan Mortgage,Hill-Alexander,34706.92
19032,4567,Credit Card,Bonilla Taylor and Taylor Checking,Willis Adams and Marshall,-3208.86
19033,4568,Checking,Williams PLC,Williams PLC,1378.83
19034,4568,Savings,Hernandez-Edwards,Hernandez-Edwards,2318.2
19035,4569,Checking,Brown-Thomas,Brown-Thomas,1664.3
19036,4569,Savings,Villegas Weaver and Skinner,Villegas Weaver and Skinner,8106.8
19037,4569,Credit Card,Perkins Tran and Jones Checking,Villanueva Smith and Nelson,-2637.03
19038,4570,Checking,Brown-Hall,Brown-Hall,4739.31
19039,4570,Savings,Eaton-Hernandez,Eaton-Hernandez,13536.77
19040,4570,Car Loan,Jones-Hernandez Investments,Cruz-Peters,-6073.48
19041,4570,Car Loan,Irwin-Beck Mortgage,Frye Mcdonald and Lewis,-30335.33
19042,4570,Student Loan,Vasquez Inc Credit Card,Wolf and Sons,-22343.82
19043,4570,Car Loan,Ward and Sons Checking,Mendoza Miller and Miller,-10148.16
19044,4571,Checking,Greer Cole and Garcia,Greer Cole and Garcia,907.66
19045,4571,Savings,Cruz LLC,Cruz LLC,11207.41
19046,4571,Mortgage,Cole PLC Credit Card,Henson LLC,-55231.65
19047,4571,Car Loan,Kelley Group Investments,Woodard-James,-9169.86
19048,4571,Investments,Walters-Marshall Credit Card,Romero Group,40835.3
19049,4572,Checking,Williams PLC,Williams PLC,4241.0
19050,4572,Savings,Ramirez-Hanson,Ramirez-Hanson,16524.75
19051,4572,Credit Card,Wilson-Harrington Checking,Smith-Bray,-348.49
19052,4573,Checking,Browning Brown and Kennedy,Browning Brown and Kennedy,3515.4
19053,4573,Savings,Williams PLC,Williams PLC,7018.0
19054,4573,Credit Card,Johnson and Sons Investments,Garcia Ltd,-3987.04
19055,4574,Checking,King-Davis,King-Davis,2093.17
19056,4574,Savings,Garcia-Jacobson,Garcia-Jacobson,2112.36
19057,4574,Car Loan,Mcclain Cline and Rivera Credit Card,Guerrero PLC,-9031.14
19058,4575,Checking,Gonzales Group,Gonzales Group,4450.79
19059,4575,Savings,Hudson-Chan,Hudson-Chan,12281.88
19060,4575,Student Loan,Burton-Hill Savings,Hays Rodriguez and Anthony,-46113.28
19061,4575,Student Loan,Rivera-Rivera Checking,Clay Silva and Castaneda,-46364.71
19062,4576,Checking,Phillips-Terry,Phillips-Terry,4052.46
19063,4576,Savings,Phillips-Terry,Phillips-Terry,8610.16
19064,4576,Car Loan,Ramirez-Anderson Student Loan,Fowler Ltd,-37568.2
19065,4576,Mortgage,Turner Peters and Walker Mortgage,Davis-Smith,-144906.33
19066,4576,Car Loan,Sanchez-Coleman Checking,Bennett Jimenez and Kerr,-37349.49
19067,4577,Checking,Clark and Sons,Clark and Sons,435.67
19068,4577,Savings,Pineda-Shields,Pineda-Shields,13747.74
19069,4577,Car Loan,Floyd Willis and Clayton Mortgage,Robertson Ltd,-28875.61
19070,4577,Investments,Burns Delgado and Rose Checking,Scott Mcneil and Knight,7521.8
19071,4577,Mortgage,Vazquez Inc Car Loan,Hunter LLC,-98542.84
19072,4578,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,1130.46
19073,4578,Savings,Hernandez-Edwards,Hernandez-Edwards,5016.32
19074,4578,Mortgage,Armstrong-Moon Investments,Gomez-Sanchez,-212768.92
19075,4578,Investments,Garcia-Hartman Credit Card,Stanley-Hickman,66902.49
19076,4579,Checking,Johnson Group,Johnson Group,1998.15
19077,4579,Savings,Phillips-Terry,Phillips-Terry,879.14
19078,4579,Credit Card,Rodriguez LLC Credit Card,Morris PLC,-4816.32
19079,4580,Checking,Cruz LLC,Cruz LLC,2578.79
19080,4580,Savings,Ellis Garcia and Fox,Ellis Garcia and Fox,13017.2
19081,4580,Investments,Good-Alvarado Investments,Esparza and Sons,60660.34
19082,4581,Checking,James-Jordan,James-Jordan,1261.18
19083,4581,Savings,Richard Ltd,Richard Ltd,1803.66
19084,4581,Credit Card,Jarvis Garcia and Briggs Checking,Hill-Gallagher,-4194.43
19085,4581,Mortgage,Miller PLC Mortgage,Stanley Fuller and Walker,-162674.39
19086,4582,Checking,Greer Cole and Garcia,Greer Cole and Garcia,1356.58
19087,4582,Savings,Eaton-Hernandez,Eaton-Hernandez,3962.0
19088,4582,Credit Card,Barton Underwood and Park Checking,Russo Group,-1354.83
19089,4582,Investments,Howe-Rodriguez Car Loan,Parker Hernandez and Pennington,78788.18
19090,4582,Investments,Brown Hernandez and Woods Credit Card,Anderson Baker and Ruiz,91239.05
19091,4583,Checking,Hernandez-Edwards,Hernandez-Edwards,3162.37
19092,4583,Savings,Hudson-Chan,Hudson-Chan,19691.73
19093,4583,Investments,Morris LLC Mortgage,Garcia Ltd,15954.93
19094,4583,Investments,Haynes-Jones Savings,Turner Villarreal and Poole,20892.86
19095,4583,Mortgage,Andrade-Morris Car Loan,Huang Pruitt and Chase,-182145.65
19096,4583,Student Loan,Gonzales Parrish and Landry Student Loan,Garcia Burch and Griffith,-20014.87
19097,4584,Checking,Barrett Group,Barrett Group,1517.0
19098,4584,Savings,Hopkins LLC,Hopkins LLC,19637.72
19099,4584,Car Loan,Howe-Rodriguez Car Loan,Krueger Inc,-22899.73
19100,4584,Investments,Butler PLC Savings,Sharp PLC,64566.98
19101,4584,Investments,Johnson Inc Mortgage,West and Sons,86178.68
19102,4584,Car Loan,Dawson Medina and Harrison Car Loan,Davies-Powell,-10999.77
19103,4585,Checking,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,4720.23
19104,4585,Savings,Rangel Gilmore and Myers,Rangel Gilmore and Myers,16822.98
19105,4585,Credit Card,Wolf-Merritt Car Loan,Cooke-Rodriguez,-3914.93
19106,4585,Credit Card,Vasquez Inc Credit Card,Barnes-Reid,-3181.47
19107,4586,Checking,Ellis Garcia and Fox,Ellis Garcia and Fox,913.07
19108,4586,Savings,Warren-Torres,Warren-Torres,12952.78
19109,4586,Mortgage,Marsh-Larsen Checking,Smith and Sons,-125436.15
19110,4586,Car Loan,Jarvis Garcia and Briggs Checking,Brown Mckay and Blackwell,-8004.08
19111,4587,Checking,Barrett Group,Barrett Group,3194.93
19112,4587,Savings,Carrillo LLC,Carrillo LLC,13992.33
19113,4587,Credit Card,Jimenez-Hess Student Loan,Munoz Inc,-3192.57
19114,4587,Mortgage,Simmons-Park Mortgage,Gonzalez Ltd,-148682.3
19115,4588,Checking,Williams-Cooke,Williams-Cooke,2491.94
19116,4588,Savings,Ramirez-Hanson,Ramirez-Hanson,15288.93
19117,4588,Mortgage,Weaver Allen and Avila Checking,Holland Hurst and Lee,-126342.33
19118,4588,Car Loan,Orr Inc Checking,Nguyen Young and Long,-34188.2
19119,4588,Investments,Hawkins-Bell Investments,Garcia Flores and Jackson,1965.44
19120,4589,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,3161.03
19121,4589,Savings,Lopez PLC,Lopez PLC,13473.53
19122,4589,Student Loan,Smith-Little Savings,Crawford Ltd,-45744.16
19123,4589,Credit Card,Farley Hernandez and Oconnell Savings,Johnson Johnson and Hunt,-1009.04
19124,4590,Checking,Luna Becker and Hensley,Luna Becker and Hensley,439.79
19125,4590,Savings,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,18699.09
19126,4590,Investments,Turner Peters and Walker Mortgage,Maldonado Woodard and Harmon,86993.65
19127,4591,Checking,Wiley-George,Wiley-George,141.62
19128,4591,Savings,Johnson Group,Johnson Group,13057.08
19129,4591,Student Loan,Martin-David Investments,Sanchez Ltd,-4067.42
19130,4591,Investments,Ellis Schmidt and Allen Student Loan,Hernandez Young and Washington,10285.27
19131,4591,Mortgage,Wilson Harrington and Arellano Student Loan,Miller Ltd,-94550.2
19132,4592,Checking,Brown-Hall,Brown-Hall,3271.28
19133,4592,Savings,Barrett Group,Barrett Group,11801.45
19134,4592,Credit Card,Anderson Ltd Credit Card,Parker LLC,-3195.4
19135,4592,Car Loan,Brown Stein and Rodriguez Savings,Williams Perez and Garrett,-6660.99
19136,4592,Credit Card,Rivera Salazar and Johnson Student Loan,White-Hayes,-2636.64
19137,4592,Mortgage,Austin and Sons Credit Card,Velez-Mclean,-229318.12
19138,4593,Checking,Wiley-George,Wiley-George,400.63
19139,4593,Savings,King-Davis,King-Davis,16348.7
19140,4594,Checking,Faulkner Group,Faulkner Group,3081.73
19141,4594,Savings,Warren-Torres,Warren-Torres,1196.13
19142,4594,Car Loan,Rogers Martinez and Martinez Mortgage,Maxwell Coleman and Woods,-12196.94
19143,4595,Checking,Mason-Mcclure,Mason-Mcclure,2882.98
19144,4595,Savings,Garcia-Jacobson,Garcia-Jacobson,3377.88
19145,4595,Car Loan,Andrade-Morris Car Loan,Hawkins and Sons,-31983.68
19146,4595,Credit Card,Walker Cross and Carpenter Checking,Davis Ballard and Woods,-1579.9
19147,4595,Investments,Rowland LLC Investments,York Inc,43187.23
19148,4595,Car Loan,Harvey-Stevens Credit Card,Burns Group,-10193.37
19149,4595,Investments,Lyons Inc Savings,Miller Ferguson and Lewis,62250.52
19150,4596,Checking,King-Davis,King-Davis,4144.11
19151,4596,Savings,Gonzales Group,Gonzales Group,16525.32
19152,4596,Credit Card,Sandoval Nelson and Ibarra Credit Card,Murray Group,-432.92
19153,4596,Credit Card,Mccoy and Sons Savings,Moore PLC,-3764.02
19154,4596,Mortgage,Barrett-Evans Checking,Garcia Kline and Cummings,-62871.3
19155,4597,Checking,Browning Brown and Kennedy,Browning Brown and Kennedy,4013.3
19156,4597,Savings,Johnson Group,Johnson Group,14516.96
19157,4597,Mortgage,Combs Ltd Mortgage,Powell PLC,-238214.91
19158,4598,Checking,Barrett Group,Barrett Group,3411.25
19159,4598,Savings,Mathis Aguilar and Santiago,Mathis Aguilar and Santiago,16749.91
19160,4598,Mortgage,Brown Stein and Rodriguez Savings,Cooper-Raymond,-199413.13
19161,4599,Checking,Brown-Hall,Brown-Hall,3005.67
19162,4599,Savings,Villegas Weaver and Skinner,Villegas Weaver and Skinner,19903.87
19163,4600,Checking,Warren-Torres,Warren-Torres,1018.99
19164,4600,Savings,Carrillo LLC,Carrillo LLC,11762.56
19165,4600,Student Loan,Hill-Pierce Checking,Santos Elliott and Hanson,-2383.57
19166,4600,Student Loan,Copeland PLC Student Loan,Chapman Cook and Nicholson,-26647.91
19167,4600,Car Loan,Anderson Ltd Credit Card,Franco LLC,-37623.22
19168,4601,Checking,Garcia-Jacobson,Garcia-Jacobson,2544.92
19169,4601,Savings,Crawford Martin and Nelson,Crawford Martin and Nelson,7465.17
19170,4601,Mortgage,Sanchez Erickson and Cole Student Loan,Joseph-Johnson,-121846.84
19171,4601,Car Loan,Davis-Walker Mortgage,Jacobson Martin and Ali,-8104.5
19172,4601,Credit Card,Cantu Inc Investments,Thompson Flynn and Johnson,-3075.79
19173,4601,Investments,Nguyen Ortega and Maldonado Mortgage,David-Munoz,32848.07
19174,4602,Checking,Villegas Weaver and Skinner,Villegas Weaver and Skinner,266.21
19175,4602,Savings,King-Davis,King-Davis,13215.4
19176,4602,Investments,Jackson Group Credit Card,Shaw Garcia and Butler,65742.96
19177,4602,Car Loan,Massey-Jones Credit Card,Smith Wilson and Martinez,-22471.14
19178,4602,Car Loan,Vega-Burns Student Loan,Patel-Perry,-24261.56
19179,4603,Checking,Simmons Mullins and Guerrero,Simmons Mullins and Guerrero,4695.53
19180,4603,Savings,Williams-Cooke,Williams-Cooke,9182.36
19181,4603,Student Loan,Alexander Ltd Student Loan,Gonzalez Butler and Wong,-36365.79
19182,4604,Checking,Chavez Schwartz and Williams,Chavez Schwartz and Williams,1635.01
19183,4604,Savings,Eaton-Hernandez,Eaton-Hernandez,11480.76
19184,4604,Student Loan,Burton-Hill Savings,Moses-Richard,-17633.81
19185,4605,Checking,Martinez-Butler,Martinez-Butler,2085.21
19186,4605,Savings,Warren-Torres,Warren-Torres,3637.89
19187,4605,Mortgage,Jones Group Checking,Lester Hughes and Dunn,-154992.12
19188,4605,Credit Card,Leonard PLC Checking,Dixon-Wong,-1317.18
19189,4606,Checking,Gonzales Group,Gonzales Group,1778.66
19190,4606,Savings,Barrett Group,Barrett Group,587.89
19191,4607,Checking,Pineda-Shields,Pineda-Shields,333.22
19192,4607,Savings,Gonzales Group,Gonzales Group,15700.42
19193,4607,Investments,Smith Ltd Car Loan,Moore-Wise,3713.52
19194,4607,Car Loan,Davis-Walker Mortgage,Hardy Inc,-35006.24
19195,4607,Credit Card,Nelson Brandt and Kim Investments,Paul Briggs and Gibson,-4699.09
19196,4608,Checking,Chavez Schwartz and Williams,Chavez Schwartz and Williams,806.68
19197,4608,Savings,Eaton-Hernandez,Eaton-Hernandez,19363.07
19198,4608,Investments,Clark-Garcia Car Loan,Hunter-Kelly,57949.8
19199,4608,Investments,Houston-Estes Mortgage,Esparza Parker and Mitchell,7751.09
19200,4608,Investments,Simon PLC Student Loan,Martin-Fritz,43002.39
19201,4609,Checking,Hernandez-Edwards,Hernandez-Edwards,1262.06
19202,4609,Savings,Mason-Mcclure,Mason-Mcclure,3487.85
19203,4610,Checking,Faulkner Group,Faulkner Group,434.41
19204,4610,Savings,Greer Cole and Garcia,Greer Cole and Garcia,710.97
19205,4610,Mortgage,Wright-Baldwin Student Loan,Rivera-Bass,-61807.66
19206,4611,Checking,Richard Ltd,Richard Ltd,1789.72
19207,4611,Savings,Martinez-Butler,Martinez-Butler,5990.06
19208,4611,Investments,Alexander Browning and Brown Investments,Malone-Powers,88795.99
19209,4611,Student Loan,Anderson PLC Checking,Lopez-Rose,-13173.92
19210,4611,Investments,Thomas-Ward Student Loan,Martinez-Duncan,98709.41
19211,4611,Car Loan,Mitchell Group Credit Card,Bernard Inc,-20100.21
19212,4612,Checking,Johnson Group,Johnson Group,2597.9
19213,4612,Savings,Ellis Garcia and Fox,Ellis Garcia and Fox,612.9
19214,4612,Investments,Brown Hernandez and Woods Credit Card,Allen-Middleton,32212.03
19215,4612,Student Loan,Ramirez Inc Mortgage,Williams Mathews and Martin,-39853.12
19216,4612,Investments,Robinson Ltd Credit Card,Scott Group,31567.2
19217,4612,Investments,Smith Buchanan and Brooks Credit Card,Martin LLC,14509.63
19218,4612,Car Loan,Blevins Jensen and Greer Mortgage,Hudson Frost and Wright,-11388.44
19219,4613,Checking,Hudson-Chan,Hudson-Chan,519.19
19220,4613,Savings,Warren-Torres,Warren-Torres,16080.93
19221,4613,Student Loan,Fernandez Group Car Loan,Velazquez Watkins and Garcia,-40792.63
19222,4614,Checking,Mays PLC,Mays PLC,1246.23
19223,4614,Savings,Browning Brown and Kennedy,Browning Brown and Kennedy,9764.84
19224,4614,Credit Card,Miller Johnson and Evans Checking,Hughes Inc,-1770.85
19225,4614,Investments,Black Ltd Mortgage,Reynolds Inc,15223.4
19226,4614,Credit Card,Richardson Ayala and Horton Credit Card,Cardenas-Odonnell,-2745.44
19227,4614,Car Loan,Smith Inc Car Loan,Davis-Manning,-6252.72
19228,4615,Checking,Dunlap Rodriguez and Russo,Dunlap Rodriguez and Russo,2328.98
19229,4615,Savings,King-Davis,King-Davis,5740.42
19230,4615,Credit Card,Ellis-Martin Credit Card,Simmons PLC,-2504.97
19231,4615,Car Loan,Moore PLC Savings,Farley-Cooley,-38891.57
19232,4615,Car Loan,Dean LLC Checking,Leonard Le and Rios,-6545.25
19233,4616,Checking,Barrett Group,Barrett Group,153.72
19234,4616,Savings,King-Davis,King-Davis,15534.48
19235,4616,Mortgage,Ashley Douglas and Monroe Car Loan,Green Ltd,-115225.7
19236,4616,Mortgage,Campbell Fox and Schneider Student Loan,Schneider Goodwin and Gates,-151066.62
19237,4616,Credit Card,Jones PLC Mortgage,Watkins-Jackson,-3452.2
19238,4617,Checking,Payne-Johnson,Payne-Johnson,1502.81
19239,4617,Savings,Anderson-Maldonado,Anderson-Maldonado,18742.51
19240,4617,Student Loan,Wilson Harrington and Arellano Student Loan,Robinson Peters and Fisher,-38792.78
19241,4618,Checking,Faulkner Group,Faulkner Group,612.66
19242,4618,Savings,Martinez-Butler,Martinez-Butler,13059.13
19243,4618,Student Loan,Jones Dixon and Williams Student Loan,Price Silva and Boone,-5947.91
19244,4618,Student Loan,Gonzalez-Nichols Investments,Callahan LLC,-20083.89
19245,4618,Investments,Murphy Lynch and Gay Mortgage,Cruz Ltd,99615.06
19246,4619,Checking,Clark and Sons,Clark and Sons,4565.72
19247,4619,Savings,Eaton-Hernandez,Eaton-Hernandez,16355.33
19248,4619,Credit Card,Smith Ltd Car Loan,Butler Group,-2278.21
19249,4619,Credit Card,Sherman-Brown Student Loan,Adams Smith and Murray,-3428.95
19250,4619,Mortgage,Lee Ltd Mortgage,Peterson Hamilton and Smith,-63537.74
19251,4620,Checking,King-Davis,King-Davis,2364.04
19252,4620,Savings,James-Jordan,James-Jordan,2441.01
19253,4620,Student Loan,Castillo Group Savings,Thomas PLC,-4676.96
19254,4620,Student Loan,Mcmahon PLC Car Loan,Smith-French,-45983.07
19255,4621,Checking,Smith-Nguyen,Smith-Nguyen,4562.97
19256,4621,Savings,James-Jordan,James-Jordan,17204.16
19257,4621,Credit Card,Castillo Group Savings,Ponce Mcgee and Schmitt,-209.84
19258,4621,Credit Card,Harris-Webb Checking,Ford Smith and Levy,-2051.81
19259,4621,Student Loan,Rice Smith and Lynch Car Loan,Carter Vasquez and Warren,-48750.56
19260,4622,Checking,Dougherty Greene and Johnston,Dougherty Greene and Johnston,722.28
19261,4622,Savings,Hudson-Chan,Hudson-Chan,3241.52
19262,4622,Credit Card,Zuniga Jackson and Williams Savings,Weaver-Weiss,-4602.54
19263,4622,Mortgage,Hogan-Pugh Checking,Bailey Inc,-189459.63
19264,4622,Car Loan,Sanders-Robertson Checking,Doyle LLC,-32870.71
19265,4622,Credit Card,Norman Miller and Swanson Student Loan,Jensen Jones and Evans,-3415.24
19266,4622,Credit Card,Curtis Harris and Smith Savings,Johnson Harper and Melton,-4006.37
19267,4623,Checking,Faulkner Group,Faulkner Group,2176.51
19268,4623,Savings,Luna Becker and Hensley,Luna Becker and Hensley,17206.16
19269,4623,Car Loan,Manning LLC Credit Card,Weeks LLC,-29051.3
19270,4623,Mortgage,Morris LLC Mortgage,Martin Ltd,-101413.39
19271,4623,Mortgage,Hickman Group Car Loan,Shaw PLC,-233043.66
19272,4623,Credit Card,Riley-Johnson Car Loan,Perry and Sons,-424.76
19273,4623,Mortgage,Lyons-Sullivan Car Loan,Jackson and Sons,-59283.02
19274,4624,Checking,Villegas Weaver and Skinner,Villegas Weaver and Skinner,502.14
19275,4624,Savings,Mason-Mcclure,Mason-Mcclure,8791.17
19276,4624,Mortgage,Barry Garrison and Henry Credit Card,Singh LLC,-125218.06
19277,4624,Student Loan,Castaneda-Stout Mortgage,Cox Ltd,-19952.47
19278,4624,Credit Card,Watkins Reeves and Freeman Savings,Mueller Wise and Greene,-4553.53
19279,4625,Checking,Mason-Mcclure,Mason-Mcclure,963.88
19280,4625,Savings,Martinez-Butler,Martinez-Butler,3200.89
19281,4625,Investments,Mendez-Turner Car Loan,Tucker Rogers and Gonzales,88805.56
19282,4625,Investments,Chambers-Ward Savings,Davis LLC,18578.91
19283,4625,Student Loan,Bell Martinez and Johnson Mortgage,Nelson Woods and Stanton,-49972.56
19284,4625,Student Loan,Lee Ltd Mortgage,Stein LLC,-4555.07
